"accession","length","isolate","isolation_source","host","organism","genotype","country_original","country","country_code","collection_date_original","collection_date"
"FJ617286","894","KSGD-6","NA","NA","Chikungunya virus","ECSA","India: Panathur, Kerala","India","IND","NA",NA
"FJ617285","892","KSGD-4","NA","NA","Chikungunya virus","ECSA","India: Panathur, Kerala","India","IND","NA",NA
"FJ617284","881","KSGD-3","NA","NA","Chikungunya virus","ECSA","India: Panathur, Kerala","India","IND","NA",NA
"FJ617283","885","KSGD-2","NA","NA","Chikungunya virus","ECSA","India: Panathur, Kerala","India","IND","NA",NA
"FJ617282","836","KSGD-1","NA","NA","Chikungunya virus","ECSA","India: Panathur, Kerala","India","IND","NA",NA
"FJ513678","1317","LK(EH)CH19908","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513677","1317","LK(EH)CH19308","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513676","1317","LK(EH)CH18808","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513674","1317","LK(EH)CH18208","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513672","1317","LK(EH)CH17508","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513671","1317","LK(EH)CH17208","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513670","1317","LK(EH)CH17108","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513669","1317","LK(EH)CH16108","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513668","1317","LK(EH)CH14908","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513667","1317","LK(EH)CH13808","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513666","1317","LK(EH)CH13508","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513665","1317","LK(EH)CH12608","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513664","1317","LK(EH)CH11208","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513663","1317","LK(EH)CH10508","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513662","1317","LK(EH)CH10208","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513661","1317","LK(EH)CH9908","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513660","1317","LK(EH)CH9008","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513659","1317","LK(EH)CH8608","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513658","1317","LK(EH)CH8308","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513656","1317","LK(EH)CH7308","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513655","1317","LK(EH)CH7008","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513653","1317","LK(EH)CH6308","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513652","1317","LK(EH)CH6208","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513651","1317","LK(EH)CH6108","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513650","1317","LK(EH)CH5708","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513649","1317","LK(EH)CH5408","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513648","1317","LK(EH)CH5308","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513647","1317","LK(EH)CH4908","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513646","1317","LK(EH)CH4708","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513644","1317","LK(EH)CH4208","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513643","1317","LK(EH)CH3808","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513642","1317","LK(EH)CH3208","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513641","1317","LK(EH)CH2708","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513640","1317","LK(EH)CH2308","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Apr-2008","2008-04-XX"
"FJ513639","1317","LK(PB)CH6208","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Mar-2008","2008-03-XX"
"FJ513638","1317","LK(PB)CH6108","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Mar-2008","2008-03-XX"
"FJ513636","1317","LK(PB)CH5408","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Mar-2008","2008-03-XX"
"FJ513634","1317","LK(PB)CH5208","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Mar-2008","2008-03-XX"
"FJ513633","1317","LK(PB)CH4008","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Mar-2008","2008-03-XX"
"FJ513631","1317","LK(PB)CH2408","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Mar-2008","2008-03-XX"
"FJ513630","1317","LK(PB)CH1908","serum","Homo sapiens","Chikungunya virus","NA","Sri Lanka","Sri Lanka","LKA","Mar-2008","2008-03-XX"
"GQ229489","1320","CHIK-Peddaputha02","serum","Homo sapiens","Chikungunya virus","NA","India: Peddaputha Village, Valluru, Kadapa, Andhra Pradesh","India","IND","Mar-2009","2009-03-XX"
"GQ229488","1320","CHIK-Peddaputha01","serum","Homo sapiens","Chikungunya virus","NA","India: Peddaputha Village, Valluru, Kadapa, Andhra Pradesh","India","IND","Mar-2009","2009-03-XX"
"GQ229487","1320","CHIK-Dadireddypalli","serum","Homo sapiens","Chikungunya virus","NA","India: Dadireddypalli Village, Kadapa, Andhra Pradesh","India","IND","Dec-2008","2008-12-XX"
"GQ229486","1320","CHIK-Kamalapuram","serum","Homo sapiens","Chikungunya virus","NA","India: Kamalapuram, Kadapa, Andhra Pradesh","India","IND","Jan-2009","2009-01-XX"
"GQ129134","294","NA","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","Nov-2008","2008-11-XX"
"GQ129133","286","NA","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","Nov-2008","2008-11-XX"
"GQ129132","294","NA","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","Nov-2008","2008-11-XX"
"GQ129131","294","NA","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","Nov-2008","2008-11-XX"
"GQ129130","273","NA","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","Nov-2008","2008-11-XX"
"GQ119364","330","CHIK-Kattaguttapalli","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","NA",NA
"GQ119363","330","CHIK-Kamalapuram","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","NA",NA
"GQ119362","330","CHIK-Kadapa","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","NA",NA
"EF538886","322","Del-7","serum","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF494727","338","Chik Del-4","serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","NA",NA
"EF451573","249","chik-del-3","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF451572","315","chik-del-2","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF451571","315","chik-del-1","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"FJ705371","1320","CHIK-Thudumaladinne-02","serum","Homo sapiens","Chikungunya virus","NA","India: Thudumaladinne village, Kadapa, Andhra Pradesh","India","IND","Oct-2008","2008-10-XX"
"FJ705370","1320","CHIK-Thudumaladinne-01","serum","Homo sapiens","Chikungunya virus","NA","India: Thudumaladinne village, Kadapa, Andhra Pradesh","India","IND","Oct-2008","2008-10-XX"
"FJ705369","1320","CHIK-Sannapalle","serum","Homo sapiens","Chikungunya virus","NA","India: Sannapalle village, Kadapa, Andhra Pradesh","India","IND","Oct-2008","2008-10-XX"
"EF539265","263","DEL/1467(758)/06","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF559252","1447","NA","NA","NA","Chikungunya virus","NA","India: Vellore, Tamil Nadu","India","IND","NA",NA
"EF501986","427","ChkK116","patient serum","NA","Chikungunya virus","NA","India: Karaikal, Pondicherry","India","IND","NA",NA
"EF501985","427","ChkT72","patient serum","NA","Chikungunya virus","NA","India: Pondicherry","India","IND","NA",NA
"EF501984","427","ChkM35","patient serum","NA","Chikungunya virus","NA","India: Pondicherry","India","IND","NA",NA
"EF187906","457","NA","serum from patient from Nagpur, Maharashtra during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187905","457","NA","serum from patient from Gwalior, MP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187904","457","NA","serum from patient from Gwalior, MP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187903","457","NA","serum from patient from Gwalior, MP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187902","457","NA","serum from patient from Goa during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187901","457","NA","serum from patient from Goa during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187900","457","NA","serum from patient from Goa during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187899","457","NA","serum from patient from Hiruyur, Karnataka during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187898","457","NA","serum from patient from Hiruyur, Karnataka during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187897","457","NA","serum from patient from Chittoor, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187896","457","NA","serum from patient from Chittoor, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187895","457","NA","serum from patient from Chittoor, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187894","457","NA","serum from patient from Chittoor, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187893","457","NA","serum from patient from Hyderabad, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187892","457","NA","serum from patient from Hyderabad, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187891","457","NA","serum from patient from Hyderabad, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187890","457","NA","serum from patient from Hyderabad, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187889","457","NA","serum from patient from Hyderabad, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187888","457","NA","serum from patient from Hyderabad, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187887","457","NA","serum from patient from Hyderabad, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187886","457","NA","serum from patient from Hyderabad, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187885","457","NA","serum from patient from Hyderabad, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187884","457","NA","serum from patient from Hyderabad, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187883","457","NA","serum from patient from Hyderabad, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF187882","457","NA","serum from patient from Hyderabad, AP during outbreak","Homo sapiens","Chikungunya virus","ECS African","India","India","IND","2006","2006-XX-XX"
"EF533650","953","NA","NA","NA","Chikungunya virus","NA","India","India","IND","Dec-2006","2006-12-XX"
"EF113096","296","PON2","serum","Homo sapiens","Chikungunya virus","NA","India: Pondicherry","India","IND","NA",NA
"EF113095","296","PON1","serum","Homo sapiens","Chikungunya virus","NA","India: Pondicherry","India","IND","NA",NA
"EF113094","356","PON2","serum","Homo sapiens","Chikungunya virus","NA","India: Pondicherry","India","IND","NA",NA
"EF113093","357","PON1","serum","Homo sapiens","Chikungunya virus","NA","India: Pondicherry","India","IND","NA",NA
"AF394213","314","MALh0298","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"AF394212","314","MALh0198","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"AF394211","257","MALh0298","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"AF394210","257","MALh0198","NA","NA","Chikungunya virus","NA","NA",NA,NA,"NA",NA
"EF451149","1946","NA","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF451148","1946","NA","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF451147","1946","NA","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF451146","1946","NA","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF451145","1946","NA","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF451144","1946","NA","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF451143","1946","NA","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF451142","1946","NA","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF219371","427","Chkp40","patient serum","Homo sapiens","Chikungunya virus","NA","India: Pondicherry","India","IND","NA",NA
"EF051584","1202","Chik Cam 7079","infected C6/36 cells","Homo sapiens","Chikungunya virus","NA","Cameroon","Cameroon","CMR","2006","2006-XX-XX"
"EF193859","570","D3546/06","patient serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","Oct-2006","2006-10-XX"
"EF193858","570","D3045/06","patient serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","Sep-2006","2006-09-XX"
"EF193857","570","D2898/06","patient serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","Aug-2006","2006-08-XX"
"EF193856","570","D1563/06","patient serum","Homo sapiens","Chikungunya virus","NA","India","India","IND","May-2006","2006-05-XX"
"EF193855","570","D1355/06","patient serum","Homo sapiens","Chikungunya virus","NA","Mauritius","Mauritius","MUS","May-2006","2006-05-XX"
"EF193854","570","D933/06","patient serum","Homo sapiens","Chikungunya virus","NA","Seychelles","Seychelles","SYC","Apr-2006","2006-04-XX"
"EF193853","570","D586/06","patient serum","Homo sapiens","Chikungunya virus","NA","Mauritius","Mauritius","MUS","Mar-2006","2006-03-XX"
"EF141195","403","06TANUVAS","NA","NA","Chikungunya virus","NA","India: Chennai","India","IND","NA",NA
"EF141194","401","05TANUVAS","NA","NA","Chikungunya virus","NA","India: Chennai","India","IND","NA",NA
"EF141193","403","04TANUVAS","NA","NA","Chikungunya virus","NA","India: Chennai","India","IND","NA",NA
"EF141192","396","03TANUVAS","NA","NA","Chikungunya virus","NA","India: Chennai","India","IND","NA",NA
"EF141191","403","02TANUVAS","NA","NA","Chikungunya virus","NA","India: Chennai","India","IND","NA",NA
"EF141190","400","01TANUVAS","NA","NA","Chikungunya virus","NA","India: Chennai","India","IND","NA",NA
"EF077611","291","04CHIK06","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF077617","287","10CHIK06","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF077616","300","09CHIK06","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF077615","287","08CHIK06","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF077614","262","07CHIK06","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF077613","289","06CHIK06","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF077610","294","03CHIK06","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"EF077609","291","02CHIK06","NA","NA","Chikungunya virus","NA","India","India","IND","NA",NA
"DQ909008","291","01chik05","serum of infected patient","Homo sapiens","Chikungunya virus","NA","India","India","IND","NA",NA
"DQ888620","330","CHIK-AP Ra-CTR","NA","Homo sapiens","Chikungunya virus","NA","India","India","IND","NA",NA
"DQ678928","351","NA","supernate from Vero infected cells; plasma and leucocytes","NA","Chikungunya virus","NA","Australia","Australia","AUS","NA",NA
"HZ779313","2954","NA","NA","NA","synthetic construct","NA","NA",NA,NA,"NA",NA
"HZ779312","3008","NA","NA","NA","synthetic construct","NA","NA",NA,NA,"NA",NA
